"File","Interval","Time","ULx","ULy","ULz","LLx","LLy","LLz","TTx","TTy","TTz","TBx","TBy","TBz","TDx","TDy","TDz","JAWx","JAWy","JAWz","F1","F2","F3","F2_F3","Speaker","LP","Rep","Word","Int","start.event","Triplet"
"lailiwei01","lai",0,12.07712471,-0.644288193,-0.173695884,7.665571301,-2.54110547,-27.88490295,-12.59683992,-2.466153325,0.93608194281007,-31.71006802,-3.676151905,-4.364305875,-44.44574637,-0.899149289,-5.652210751,-1.785633765,-1.721510033,-25.93268782,349.6061148,0.317558012934672,3043.616399,2375.292384,"s1",-0.516303133447326,"01","lailiwei","a",TRUE,"t1"
"lailiwei01","lai",0.005,12.0516373,-0.628380222,-0.142496872,7.598915117,-2.476003148,-27.97470491,-12.53539607,-2.447892676,0.931055289835902,-31.66896794,-3.678033842,-4.627998153,-44.40955492,-0.904984395,-5.973901418,-1.780659992,-1.712503394,-25.97035108,351.1739769,0.289180645051655,3093.405557,2396.742183,"s1",-0.54565862725831,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.01,12.02614989,-0.612472251,-0.111297859,7.532258934,-2.410900827,-28.06450688,-12.47395222,-2.429632027,0.926028636861734,-31.62786786,-3.679915779,-4.891690432,-44.37336348,-0.9108195,-6.295592084,-1.77568622,-1.703496755,-26.00801433,352.741839,0.260803277168638,3143.194716,2418.191981,"s1",-0.575014120750711,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.015,12.00060134,-0.59636252,-0.080585157,7.465599946,-2.345999897,-28.15435461,-12.41177068,-2.410603973,0.920993250781805,-31.58696159,-3.682200556,-5.155451877,-44.33712282,-0.91674658,-6.61707297,-1.770755314,-1.694433137,-26.04550965,354.3087569,0.232826667653679,3192.617106,2439.724252,"s1",-0.604389986110217,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.02,11.9700205,-0.563645984,-0.089900549,7.398710173,-2.297675475,-28.24796982,-12.28887054,-2.32841099,0.915239040137596,-31.56200779,-3.71764294,-5.424906469,-44.29683132,-0.930244007,-6.921286845,-1.769352814,-1.680679579,-26.06918178,355.7979532,0.237836593375422,3211.850672,2468.044816,"s1",-0.635442584044201,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.025,11.93943967,-0.530929448,-0.09921594,7.3318204,-2.249351054,-28.34158503,-12.1659704,-2.246218008,0.909484829493387,-31.53705399,-3.753085324,-5.694361061,-44.25653983,-0.943741435,-7.225500721,-1.767950314,-1.666926022,-26.09285391,357.2871495,0.242846521011848,3231.084238,2496.36538,"s1",-0.666495178792344,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.03,11.90919634,-0.498203586,-0.108676613,7.265173534,-2.200749963,-28.43621764,-12.04005136,-2.161498288,0.903202475225785,-31.51266206,-3.788517627,-5.963773419,-44.21733339,-0.957724287,-7.528976603,-1.765447684,-1.653195852,-26.11870733,358.8495887,0.247208416692005,3249.3716,2523.823655,"s1",-0.697362865036741,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.035,11.89267413,-0.465098554,-0.124043765,7.208402091,-2.140900827,-28.57221265,-11.79139823,-1.974053491,0.875448327815532,-31.51111277,-3.823540081,-6.231468771,-44.22223993,-0.991442192,-7.802449189,-1.718219053,-1.640416477,-26.23324108,363.3897351,0.225224504969962,3229.190854,2516.225439,"s1",-0.720713065345033,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.04,11.87615192,-0.431993522,-0.139410918,7.151630648,-2.081051691,-28.70820766,-11.54274509,-1.786608694,0.84769418040528,-31.50956348,-3.858562535,-6.499164124,-44.22714647,-1.025160097,-8.075921774,-1.670990422,-1.627637103,-26.34777483,367.9298815,0.203240595162602,3209.010107,2508.627222,"s1",-0.744063265653325,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.045,11.8603684,-0.398770971,-0.154192975,7.092809561,-2.022297103,-28.84869123,-11.2970428,-1.602016556,0.818696144458996,-31.50910501,-3.893081994,-6.766479854,-44.23462325,-1.059575187,-8.348317261,-1.624854052,-1.615862751,-26.47183499,372.7489569,0.179224856818873,3187.226584,2498.799256,"s1",-0.767831115201925,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.05,11.8643594,-0.362402401,-0.153312001,6.979119371,-1.992843638,-29.10933397,-11.13033471,-1.493790299,0.756399137334258,-31.53784787,-3.91413625,-7.023633076,-44.31090557,-1.112653967,-8.591878739,-1.607957568,-1.630992915,-26.85091763,385.0349994,0.100816857769167,3122.536512,2429.280583,"s1",-0.802779544640384,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.055,11.8683504,-0.326033831,-0.152431027,6.865429181,-1.963390174,-29.3699767,-10.96362662,-1.385564041,0.694102130007906,-31.56659073,-3.935190506,-7.280786299,-44.38718789,-1.165732746,-8.835440217,-1.591061084,-1.646123079,-27.23000027,397.321042,0.0224088606341421,3057.84644,2359.761911,"s1",-0.837727974078842,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.06,11.87161739,-0.290361576,-0.152209608,6.748305448,-1.936344581,-29.63718766,-10.81365676,-1.29342701,0.629656527453343,-31.59800269,-3.954863327,-7.539265007,-44.46882435,-1.21669998,-9.077155791,-1.58254527,-1.663233056,-27.61670263,410.1136607,-0.055871999667138,2992.240265,2289.942365,"s1",-0.874000934242251,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.065,11.86052889,-0.26849557,-0.165065601,6.563102769,-1.957041308,-30.03463094,-10.99556599,-1.52030083,0.52260942107587,-31.68233632,-3.9471456,-7.824024895,-44.65662047,-1.225800302,-9.282271516,-1.740198066,-1.719597999,-28.15448587,432.9504698,-0.131632006200005,2908.46998,2214.157241,"s1",-0.936536203816013,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.07,11.84944039,-0.246629563,-0.177921593,6.37790009,-1.977738036,-30.43207422,-11.17747522,-1.74717465,0.415562314900011,-31.76666996,-3.939427873,-8.108784784,-44.84441658,-1.234900625,-9.487387241,-1.897850861,-1.775962942,-28.69226911,455.7872789,-0.207392012732872,2824.699694,2138.372116,"s1",-0.999071473389776,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.075,11.83665454,-0.226769887,-0.193423409,6.192098333,-1.996882171,-30.83314551,-11.37933088,-1.994449984,0.307120534193717,-31.85984817,-3.929979787,-8.391014922,-45.04100745,-1.238620487,-9.688864343,-2.057034088,-1.831908117,-29.22728999,478.9957737,-0.280111848073196,2743.414149,2065.574901,"s1",-1.06233834865651,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.08,11.79728479,-0.238333478,-0.250364247,5.996913786,-1.991709527,-31.29103885,-11.89358852,-2.561254978,0.176835281371635,-32.09155065,-3.893430736,-8.633623956,-45.37534235,-1.158071281,-9.833353126,-2.240187014,-1.881278863,-29.71904684,508.0256398,-0.30521629212766,2701.044799,2039.574569,"s1",-1.13706364332999,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.085,11.75791505,-0.249897069,-0.307305085,5.801729238,-1.986536882,-31.74893218,-12.40784616,-3.128059973,0.046550028549553,-32.32325313,-3.856881686,-8.87623299,-45.70967725,-1.077522075,-9.97784191,-2.423339941,-1.930649609,-30.21080368,537.055506,-0.330320738096807,2658.675448,2013.574237,"s1",-1.21178893513621,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.09,11.71892802,-0.262960371,-0.364459101,5.607438525,-1.982074696,-32.20248293,-12.91035222,-3.674157321,-0.0855901785977788,-32.56159753,-3.815888579,-9.107027835,-46.04473857,-0.993881826,-10.11426947,-2.59943848,-1.976577594,-30.69576587,565.7226832,-0.352940615445902,2618.889382,1989.638394,"s1",-1.28610753986609,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.095,11.68487242,-0.295347556,-0.424359929,5.424664933,-1.986766817,-32.6000792,-13.26143831,-3.953435183,-0.2416316050794,-32.88552358,-3.717633505,-9.185596024,-46.38915989,-0.870413278,-10.14682758,-2.684640748,-1.978145359,-31.09317858,589.7165892,-0.343546687119672,2612.389101,1992.30363,"s1",-1.35518589602177,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.1,11.65081682,-0.327734741,-0.484260757,5.24189134,-1.991458939,-32.99767546,-13.61252439,-4.232713046,-0.397673029544882,-33.20944963,-3.619378431,-9.264164212,-46.7335812,-0.746944731,-10.17938569,-2.769843015,-1.979713124,-31.49059128,613.7104952,-0.334152760708125,2605.888819,1994.968866,"s1",-1.42426425249604,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.105,11.61626487,-0.361549153,-0.543252543,5.060964183,-1.996037974,-33.38488032,-13.95162794,-4.49574949,-0.553686264361099,-33.52532394,-3.521194832,-9.32211558,-47.06375427,-0.626257934,-10.19180951,-2.85311838,-1.980958773,-31.88061259,636.6669457,-0.323823634427196,2599.161419,1997.363464,"s1",-1.49291249289281,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.11,11.57630204,-0.41092244,-0.592334429,4.900165893,-1.999384187,-33.65880348,-14.16010416,-4.581730519,-0.709392179177493,-33.75342249,-3.423790418,-9.155313195,-47.2386005,-0.535896315,-9.984739945,-2.915387664,-1.978692886,-32.1900568,648.3135903,-0.303299451764472,2589.958083,1996.80771,"s1",-1.55687181507474,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.115,11.5363392,-0.460295728,-0.641416316,4.739367604,-2.0027304,-33.93272664,-14.36858039,-4.667711549,-0.865098096010024,-33.98152104,-3.326386003,-8.98851081,-47.41344674,-0.445534697,-9.777670377,-2.977656948,-1.976427,-32.49950101,659.9602348,-0.282775269101749,2580.754748,1996.251955,"s1",-1.62083114012392,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.12,11.49467196,-0.510157146,-0.690327789,4.58201185,-2.006963765,-34.19346646,-14.58042282,-4.762680391,-1.01236009997907,-34.18521918,-3.238214427,-8.802337062,-47.57081487,-0.361996652,-9.546056394,-3.043800779,-1.979151409,-32.79935372,670.7352106,-0.261239904308681,2571.356853,1995.810701,"s1",-1.68423672281272,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.125,11.43695979,-0.564613727,-0.737635029,4.457063452,-2.019548604,-34.33010096,-14.82395413,-4.94225874,-1.08013280312617,-34.15921663,-3.236958974,-8.433805126,-47.56364759,-0.342694384,-9.083386114,-3.146418832,-2.028853486,-33.00891389,673.3044704,-0.230185465625454,2560.12742,1996.447331,"s1",-1.74242949499214,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.13,11.37924763,-0.619070308,-0.784942269,4.332115053,-2.032133443,-34.46673547,-15.06748543,-5.121837088,-1.14790550828941,-34.13321409,-3.23570352,-8.06527319,-47.55648032,-0.323392117,-8.620715834,-3.249036885,-2.078555563,-33.21847406,675.8737303,-0.199131026942227,2548.897988,1997.083961,"s1",-1.8006222643043,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.135,11.32489015,-0.669761068,-0.832973643,4.213844177,-2.048569465,-34.59137025,-15.29775258,-5.3045261,-1.21018948994941,-34.08434022,-3.236851911,-7.688351967,-47.53168119,-0.30536236,-8.146583071,-3.350443,-2.130610182,-33.41232091,678.0343611,-0.165909698017954,2537.877345,1998.700666,"s1",-1.85561893218073,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.14,11.29823132,-0.689358554,-0.886983969,4.150707633,-2.096803574,-34.61692693,-15.41850154,-5.512898944,-1.22715471926776,-33.84662466,-3.257848141,-7.242162865,-47.36130105,-0.29783935,-7.577807967,-3.441842506,-2.202089052,-33.47642744,676.8210605,-0.114796997430128,2528.580625,2008.409563,"s1",-1.8842263201855,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.145,11.27157248,-0.70895604,-0.940994295,4.08757109,-2.145037683,-34.6424836,-15.53925051,-5.721271789,-1.24411994858611,-33.60890909,-3.27884437,-6.795973764,-47.19092091,-0.29031634,-7.009032863,-3.533242011,-2.273567923,-33.54053397,675.6077599,-0.0636842949276198,2519.283904,2018.11846,"s1",-1.91283371105753,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.15,11.24808201,-0.724853535,-0.994088353,4.032400436,-2.191862017,-34.65485072,-15.63936444,-5.935468224,-1.26073779521543,-33.3596616,-3.300933136,-6.350652464,-47.00123596,-0.278228274,-6.436134934,-3.613147715,-2.339241281,-33.58460249,673.8932153,-0.0103742912816636,2509.425606,2027.563118,"s1",-1.93789390285715,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.155,11.24781891,-0.71362624,-1.040465215,4.035628054,-2.228351236,-34.57052466,-15.58820212,-6.192357647,-1.27480898465589,-33.02587302,-3.331031338,-5.911693054,-46.67002667,-0.23267359,-5.833012397,-3.608791869,-2.362354185,-33.48177153,668.5040308,0.0590442331471263,2495.450353,2035.070634,"s1",-1.93694945424142,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.16,11.24755581,-0.702398945,-1.086842076,4.038855673,-2.264840454,-34.48619859,-15.5370398,-6.44924707,-1.28888017208021,-32.69208445,-3.36112954,-5.472733644,-46.33881737,-0.187118907,-5.22988986,-3.604436023,-2.385467088,-33.37894057,663.1148463,0.128462755661233,2481.4751,2042.57815,"s1",-1.93600500530711,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.165,11.24803756,-0.692541541,-1.126400979,4.049872508,-2.300426093,-34.38609792,-15.47255241,-6.695207552,-1.29909931106982,-32.35802618,-3.40238855,-5.033615246,-46.0009297,-0.139658967,-4.623904254,-3.593991285,-2.403777727,-33.27688731,656.6970611,0.197481364182273,2467.351412,2049.983155,"s1",-1.93234173772497,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.17,11.25341568,-0.691689348,-1.121140879,4.112093081,-2.330071893,-34.18230022,-15.32047043,-6.869324792,-1.28399635667581,-32.02219503,-3.517015018,-4.593451712,-45.61914055,-0.079674497,-3.999097773,-3.543520186,-2.390519872,-33.1799464,643.5175916,0.263871067656475,2452.251955,2056.714288,"s1",-1.91080586173133,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.175,11.25879379,-0.690837155,-1.115880778,4.174313653,-2.359717693,-33.97850251,-15.16838845,-7.043442031,-1.2688934022818,-31.68636389,-3.631641486,-4.153288178,-45.23735141,-0.019690027,-3.374291293,-3.493049087,-2.377262016,-33.08300549,630.338122,0.330260773045359,2437.152498,2063.445422,"s1",-1.88926998924212,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.18,11.26670317,-0.691176072,-1.101848387,4.241659797,-2.395896571,-33.76255167,-15.01654329,-7.180351442,-1.2466189523241,-31.36049228,-3.749187065,-3.717287599,-44.86689751,0.036784582,-2.763101264,-3.444031474,-2.36516429,-32.98585844,616.6057254,0.393114777833149,2424.515672,2072.992351,"s1",-1.86529476781734,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.185,11.28965464,-0.6985932,-1.035686355,4.339464835,-2.470898494,-33.47438041,-14.86610544,-7.096152024,-1.1817276398016,-31.09380562,-3.88407956,-3.306025525,-44.56380368,0.072401721,-2.232827482,-3.40365125,-2.359960675,-32.88748643,599.5875412,0.434957770867017,2426.513109,2099.272244,"s1",-1.82682365149395,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.19,11.31260611,-0.706010327,-0.969524322,4.437269872,-2.545900417,-33.18620915,-14.7156676,-7.011952606,-1.11683632727909,-30.82711896,-4.018972055,-2.894763451,-44.26070985,0.108018859,-1.7025537,-3.363271026,-2.35475706,-32.78911441,582.569357,0.476800761986203,2428.510545,2125.552136,"s1",-1.78835253548913,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.195,11.33635234,-0.711703951,-0.903926593,4.536275447,-2.61242066,-32.90257302,-14.57299039,-6.916734171,-1.04926916542532,-30.58321183,-4.144457857,-2.491889304,-43.9792463,0.133743448,-1.199462815,-3.319604515,-2.356847739,-32.65341218,565.8544381,0.515672734501275,2432.052446,2151.055834,"s1",-1.74924574905355,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.2,11.36439708,-0.708076022,-0.841380887,4.641774117,-2.633067821,-32.64346508,-14.47228658,-6.761919497,-0.96722968522047,-30.46250757,-4.219067647,-2.134381178,-43.81476992,0.105964283,-0.843390359,-3.25816415,-2.398389534,-32.31580983,550.7797273,0.538475967592149,2443.947568,2172.361494,"s1",-1.70670092769839,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.205,11.39244182,-0.704448093,-0.778835182,4.747272787,-2.653714983,-32.38435714,-14.37158277,-6.607104822,-0.885190207031758,-30.34180331,-4.293677438,-1.776873052,-43.65029355,0.078185118,-0.487317904,-3.196723784,-2.439931328,-31.97820748,535.7050164,0.561279200683022,2455.842689,2193.667154,"s1",-1.66415610634322,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.21,11.42211031,-0.694403635,-0.723530112,4.853240052,-2.664115647,-32.13128283,-14.26939179,-6.452605834,-0.802005098432368,-30.23560087,-4.365975704,-1.433349756,-43.49950133,0.040335616,-0.151612084,-3.135299712,-2.480166012,-31.63632065,521.2103175,0.583716526456995,2467.815452,2211.330613,"s1",-1.62094469691578,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.215,11.45981761,-0.652592579,-0.704071575,4.961527212,-2.623788519,-31.90807947,-14.15983825,-6.299669728,-0.713148275546131,-30.20119326,-4.426830202,-1.159061783,-43.41645589,-0.047369552,0.083263723,-3.073956303,-2.513929522,-31.27322241,509.5871086,0.604342344297032,2480.172594,2210.962468,"s1",-1.57443316767189,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.22,11.49752491,-0.610781522,-0.684613039,5.069814373,-2.583461392,-31.68487611,-14.0502847,-6.146733621,-0.624291452659894,-30.16678565,-4.487684701,-0.88477381,-43.33341046,-0.13507472,0.318139531,-3.012612895,-2.547693033,-30.91012418,497.9638997,0.624968160222386,2492.529736,2210.594323,"s1",-1.52792163810942,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.225,11.53670684,-0.567484734,-0.665240069,5.180437526,-2.546070805,-31.46092278,-13.93732703,-6.046781796,-0.531644246952766,-30.12691472,-4.553944852,-0.633012685,-43.25211499,-0.223721528,0.540451234,-2.944534452,-2.569954552,-30.56453666,487.1316836,0.64586449781106,2505.636775,2211.921797,"s1",-1.48019610455946,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.23,11.58260431,-0.517421882,-0.646256774,5.301698851,-2.522053298,-31.23355409,-13.80886687,-6.188121723,-0.42173555246357,-30.06216371,-4.644822484,-0.483839399,-43.17878893,-0.316656589,0.705545694,-2.845784495,-2.539835714,-30.29869344,479.9016701,0.667992793826952,2522.158868,2220.971162,"s1",-1.42694195243605,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.235,11.62850177,-0.467359031,-0.627273479,5.422960176,-2.498035791,-31.0061854,-13.68040671,-6.32946165,-0.311826857974375,-29.9974127,-4.735700116,-0.334666112,-43.10546287,-0.40959165,0.870640154,-2.747034538,-2.509716876,-30.03285023,472.6716566,0.69012108792816,2538.680961,2230.020528,"s1",-1.37368780349848,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.24,11.66794396,-0.431488126,-0.604244992,5.540798811,-2.485573412,-30.77335547,-13.54820666,-6.472747989,-0.193916669243441,-29.9326088,-4.827025767,-0.200414348,-43.03015216,-0.496159608,1.025539052,-2.630656238,-2.472569037,-29.76767225,465.6555341,0.710883307750636,2553.994124,2239.697274,"s1",-1.32358061661282,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.245,11.68022943,-0.455321344,-0.56419878,5.644238525,-2.521722318,-30.51755063,-13.40027329,-6.624222696,-0.0423449904848218,-29.86758242,-4.920236191,-0.128935957,-42.94649219,-0.555941791,1.137546222,-2.440117236,-2.405850885,-29.5052929,459.5392291,0.725898579281124,2564.221437,2252.013347,"s1",-1.28671240065538,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.25,11.6925149,-0.479154561,-0.524152569,5.74767824,-2.557871224,-30.26174578,-13.25233992,-6.775697402,0.109226688072184,-29.80255604,-5.013446614,-0.057457566,-42.86283222,-0.615723973,1.249553392,-2.249578234,-2.339132733,-29.24291355,453.4229242,0.740913852726294,2574.44875,2264.32942,"s1",-1.24984418437935,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.255,11.69970894,-0.514239708,-0.486035736,5.844383574,-2.608208429,-30.00233179,-13.10335461,-6.887851745,0.259186178571465,-29.74729706,-5.110166663,0.002038766,-42.77986141,-0.673308174,1.350776783,-2.083894581,-2.288998433,-28.99726322,446.6847595,0.753355406104101,2581.625282,2273.851716,"s1",-1.21674348472114,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.26,11.68704326,-0.593214248,-0.45544466,5.914820716,-2.713888663,-29.72883994,-12.95026609,-6.846632662,0.402857150056286,-29.73013692,-5.220576392,0.014797752,-42.6995787,-0.722318909,1.409936848,-2.01516197,-2.30355128,-28.81686632,437.5209613,0.755757884625963,2576.901904,2272.476571,"s1",-1.19833840932119,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.265,11.67437759,-0.672188788,-0.424853583,5.985257858,-2.819568897,-29.45534809,-12.79717757,-6.805413578,0.546528121541108,-29.71297679,-5.330986121,0.027556739,-42.61929599,-0.771329644,1.469096914,-1.946429358,-2.318104127,-28.63646942,428.3571631,0.758160363147825,2572.178525,2271.101426,"s1",-1.17993333073539,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.27,11.66738455,-0.742850209,-0.402772115,6.061254747,-2.913502354,-29.19928141,-12.65432517,-6.751219145,0.67249134447494,-29.6980681,-5.439672639,0.024986534,-42.54470934,-0.822384823,1.517651467,-1.930490082,-2.349649916,-28.50166088,419.378432,0.756798924315464,2564.492986,2266.959451,"s1",-1.15794979423199,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.275,11.68097385,-0.783348667,-0.411566544,6.157424386,-2.964814314,-29.00643945,-12.54861306,-6.649945512,0.734204536947228,-29.69132845,-5.542106731,-0.033203444,-42.49079002,-0.880857973,1.527725436,-2.10610387,-2.442852162,-28.53226322,411.0711903,0.741780646733426,2546.059672,2252.778433,"s1",-1.12298232970576,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.28,11.69456315,-0.823847126,-0.420360973,6.253594024,-3.016126274,-28.81359749,-12.44290095,-6.548671879,0.795917729419516,-29.68458881,-5.644540823,-0.091393421,-42.43687071,-0.939331124,1.537799405,-2.281717657,-2.536054408,-28.56286556,402.7639485,0.726762371066071,2527.626359,2238.597416,"s1",-1.08801486549811,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.285,11.71006978,-0.852784038,-0.432260607,6.339789625,-3.05085391,-28.64941186,-12.35533268,-6.462434669,0.843910106081924,-29.67280907,-5.740820088,-0.161058812,-42.38993545,-1.001528265,1.542760006,-2.44449136,-2.613570377,-28.62143578,395.308218,0.709339478176484,2507.588753,2222.940369,"s1",-1.05561414089989,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","lai",0.29,11.73206609,-0.842587923,-0.454670604,6.392225533,-3.029447639,-28.58222096,-12.32917692,-6.427092096,0.845460852720436,-29.64396982,-5.816266755,-0.269565688,-42.36663956,-1.076330207,1.530413093,-2.563804494,-2.637992104,-28.77467045,390.7346471,0.683777537966966,2482.121007,2202.28732,"s1",-1.03190121176413,"01","lailiwei","a",FALSE,"t1"
"lailiwei01","li",0.295,11.75406241,-0.832391807,-0.477080601,6.44466144,-3.008041368,-28.51503006,-12.30302116,-6.391749523,0.847011599560562,-29.61513057,-5.891713422,-0.378072564,-42.34334366,-1.15113215,1.51806618,-2.683117629,-2.662413832,-28.92790512,386.1610761,0.658215597757448,2456.653261,2181.634272,"s1",-1.0081882797611,"01","lailiwei","b",FALSE,"t1"
"lailiwei01","li",0.3,11.77605872,-0.822195691,-0.499490598,6.497097348,-2.986635098,-28.44783916,-12.27686539,-6.35640695,0.848562346199074,-29.58629132,-5.967160089,-0.48657944,-42.32004777,-1.225934093,1.505719267,-2.802430763,-2.68683556,-29.0811398,381.5875051,0.632653655633247,2431.185515,2160.981223,"s1",-0.984475350625337,"01","lailiwei","b",FALSE,"t1"
"lailiwei01","li",0.305,11.78705042,-0.807202726,-0.515597275,6.492565673,-2.950581134,-28.43019364,-12.23915649,-6.31938867,0.843860303628971,-29.54793212,-6.015412631,-0.590474874,-42.30366526,-1.30382091,1.46593233,-2.699192512,-2.621353339,-29.04711928,378.0199767,0.614165423818349,2407.796264,2142.143516,"s1",-0.982417288684467,"01","lailiwei","b",FALSE,"t1"
"lailiwei01","li",0.31,11.79620414,-0.791408597,-0.530651179,6.478519338,-2.91208073,-28.42082313,-12.199518,-6.282090516,0.838113927699184,-29.5079829,-6.059123243,-0.693600111,-42.28843742,-1.382222959,1.421562391,-2.558783988,-2.540855466,-28.98182361,374.6204763,0.596858635361849,2384.754162,2123.609004,"s1",-0.983975998553675,"01","lailiwei","b",FALSE,"t1"
"lailiwei01","li",0.315,11.80535785,-0.775614468,-0.545705083,6.464473003,-2.873580325,-28.41145262,-12.15987951,-6.244792362,0.832367551769397,-29.46803369,-6.102833854,-0.796725347,-42.27320958,-1.460625007,1.377192452,-2.418375464,-2.460357592,-28.91652795,371.220976,0.579551844990667,2361.712059,2105.074492,"s1",-0.985534711608723,"01","lailiwei","b",FALSE,"t1"
"lailiwei01","li",0.32,11.80839683,-0.761830294,-0.577460337,6.454321371,-2.843770254,-28.40242013,-12.10485543,-6.188206728,0.829042853809171,-29.43375084,-6.130936015,-0.88482822,-42.25335749,-1.504907531,1.342973175,-2.310063336,-2.406167132,-28.81573814,367.4577261,0.567291284636413,2349.605095,2089.352752,"s1",-0.987800690204759,"01","lailiwei","b",FALSE,"t1"
"lailiwei01","li",0.325,11.80496115,-0.750174382,-0.626899987,6.448293685,-2.823162032,-28.39374556,-12.03354016,-6.111198347,0.828282374814291,-29.40546787,-6.142511005,-0.957024507,-42.22860897,-1.513062243,1.31950203,-2.23573681,-2.379832549,-28.677365,363.3093163,0.560373977083112,2349.076914,2076.609346,"s1",-0.990815569156019,"01","lailiwei","b",FALSE,"t1"
"lailiwei01","li",0.33,11.80152546,-0.73851847,-0.676339638,6.442265998,-2.80255381,-28.38507098,-11.96222489,-6.034189966,0.827521896021026,-29.37718491,-6.154085996,-1.029220793,-42.20386044,-1.521216956,1.296030886,-2.161410283,-2.353497966,-28.53899187,359.1609066,0.553456671444492,2348.548733,2063.865939,"s1",-0.993830451611705,"01","lailiwei","b",FALSE,"t1"
"lailiwei01","li",0.335,11.79875829,-0.728252449,-0.719649858,6.437717282,-2.783296181,-28.37480402,-11.89764019,-5.966621456,0.8263393454763,-29.34936191,-6.163662021,-1.096494404,-42.18274502,-1.528320273,1.275896991,-2.098888798,-2.332945215,-28.40990603,354.9636373,0.549591488446681,2352.426067,2056.413288,"s1",-0.996161177350435,"01","lailiwei","b",FALSE,"t1"
"lailiwei01","li",0.34,11.80115969,-0.728732466,-0.715569993,6.444603317,-2.77448075,-28.35222537,-11.88509341,-5.972037924,0.821893520648541,-29.32509516,-6.157782917,-1.125708022,-42.18971916,-1.527294666,1.281565266,-2.12763876,-2.357095079,-28.35262558,350.3886083,0.569324016902929,2390.364922,2089.866457,"s1",-0.99320234723727,"01","lailiwei","b",FALSE,"t1"
